
0x0017f05a このままゲームを始める。
0x00fd1358 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x00fd139a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x00fd13dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x00fd141e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x00fd1458 レッドローブ　　魔法使いのマント
0x00fd149c イエローローブ　魔法使いのマント
0x00fd14be シルバーローブ　魔法使いのマント
0x00fd14e0 ゴールドローブ　魔法使いのマント
0x00fd1502 ウッドシールド　木製なので軽く
0x00fd1650 て動きやすいが防御能力は低い。
0x00fd1670 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x00fd16b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x00fd16f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x00fd1732 ゴールドシールドこの盾は最強の盾といえるだろう。
0x00fd1764 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x00fd1794 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x00fd17c4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x00fd1824 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x00fd1876 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x00fd18b2 スパイクブーツ　氷の上でも滑らない。
0x00fd191a ツルハシ　　　　
0x00fd192c ダガー　　　　　投げナイフ。
0x00fd194a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x00fd1982 オレンジ　　　　体力が２０回復する。
0x00fd19a8 チェリー　　　　体力が５０回復する。
0x00fd19ce リンゴ　　　　　体力が完全回復する。
0x00fd1a06 エリクサー　　　復活剤。
0x00fd2dda プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x00fd2e1e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド
0x00fec6c5 どれを買う？
0x00fec6e4 　ＹＥＳ
0x00fec6f6 あなたはそのアイテムをこれ以上持てないよ。
0x00fec722 お金が足りないよ
0x00fec736 ありがとう
0x00fec75c になるよ　　　
0x00fec76b 　ＹＥＳ
0x00fec77d これ以上　売れるものがないよ
0x00fec7cc 　ＹＥＳ
0x00fec7de どこにも異常は　ないよ。
0x00fec7f8 お大事に‥‥。
0x01003928 ブラッキィ
0x01003938 ラップ・ファジル
0x01003975 　おーい！助けてくれー！！
0x01003992 ｣あっ！　おーい！
0x010039c7 また…、あんたって、どうして
0x010039e4 あたしの行き先でばっかり、
0x010039ff やっかいごと起こしてんのよ。
0x01003a1f ブラッキィさん、
0x01003a30 よその国の言葉に、
0x01003a43 「仏の顔も３度まで」というのがあるんですよ。
0x01003a70 いくら僕でも、そう何度も、
0x01003aaa また、オマエガウか。
0x01003abf いっそコイツを食ってしまって、顔見なくした方が気が楽ガウ。
0x01003afc ｣そ、そんなこと言ったって、
0x01003b68 あの皇帝ってやつと、きれいな
0x01003bb9 なんかクリスタルがどうのって
0x01003be3 でも、そのとき、
0x01003bf4 そばにモンスターがいて、
0x01003c26 で、気がついたら、この牢屋に
0x01003c97 さっき、
0x01003ca0 あたしが倒したやつのことね…。その女と皇帝が？
0x01003cd3 その女というのは、
0x01003ce6 おそらくラップのことですね。
0x01003d03 そのラップと皇帝が、
0x01003d39 おかしいガウ。
0x01003d48 なんで皇帝が、あの女と一緒に
0x01003d65 いるガウ？
0x01003d75 あの皇帝ってやつはさ…、
0x01003d8e モンスター共とつる"N
0x01003ef3 なるほどね。
0x01003f1b あの皇帝が持っているかも
0x01003f34 しれないってことか…。
0x01003f4d よーし、じゃあこんなことして
0x01003f6a られないわ！
0x01003f7a なるほど…、
0x01003f89 すると残りのクリスタルは、
0x01003fa4 あの皇帝が持ってるのかも
0x01003fbd しれないですね。
0x01004008 そうガウか…。
0x0100401a じゃあ、残りのクリスタルは
0x01004035 アイツがもってるガウな…。
0x01004052 こうしちゃいられないガウ。
0x0100407c ｣あっ！　おーい！
0x010040f6 すみません。
0x01004103 こっちのカタがついたら、
0x0100412b それまで、我慢して下さい。
0x01004158 あとでちゃんと来てやるガウ。
0x01004183 よくきたわね。
0x010041c2 そのクリスタルが何よりの
0x01004237 あまいのよ！
0x01004246 お前も奴と同じ目にあいたい
0x01004261 ようね。
0x010042bc ないの？
0x010042d1 お前のような下等動物に、
0x010042ea この魔界の人間である私が
0x01004303 やられるなんて…。
0x0100435d ぐふっ！　もうお別れね…
0x01004376 でも、すぐに会えるわ
0x0100438b あの世でね・・・・・。
0x0102b549 メイル
0x0102b555 タット
0x0102cdce ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x0102ce0c ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x0102ce4e ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x0102ce90 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x0102ced2 ライトセイバー　現存する剣の中で最強を誇る剣。
0x0102cf02 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x0102cf76 サンダーの魔法　雷の槍が敵を　　貫通
0x0102cf9c ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x0102cfde フォース　　　　自らの魔力を弾にして敵に放つ。
0x0102d00e ファイアボール　体内にためた炎を吹き出す。
0x0102d03a テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x0102d07c アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x0102d0dc ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x0102d116 レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x0102d158 チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x0102d19a プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x0102d1dc ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x0102d21e ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x0102d258 レッドローブ　　魔法使いのマント
0x0102d29c イエローローブ　魔法使いのマント
0x0102d2be シルバーローブ　魔法使いのマント
0x0102d2e0 ゴールドローブ　魔法使いのマント
0x0102d450 て動きやすいが防御能力は低い。
0x0102d470 スモールシールドウッドシールドより少し小さいがなかなか丈夫である
0x0102d4b2 ラージシールド　スモールシールドと同じ材質の少し大きめの盾。
0x0102d4f0 ミスリルシールドこの盾は敵の攻撃を防ぐには充分な効力を持っている
0x0102d532 ゴールドシールドこの盾は最強の盾といえるだろう。
0x0102d564 ブロンズミラー　魔法の力で敵の攻撃を跳ね返す。
0x0102d594 メタルミラー　　魔法の力で敵の攻撃を跳ね返す。
0x0102d5c4 プラチナミラー　魔法の力で敵の攻撃を跳ね返す。
0x0102d624 ゴールドミラー　魔法の力で敵の攻撃を跳ね返す。
0x0102d676 ヘルメット　　　一定時間上空からの攻撃を防ぐことができる。
0x0102d6b2 スパイクブーツ　氷の上でも滑らない。
0x0102d71a ツルハシ　　　　
0x0102d72c ダガー　　　　　投げナイフ。
0x0102d74a ブーメラン　　　回転しながら手元にもどってくる、武器。
0x0102d782 オレンジ　　　　体力が２０回復する。
0x0102d7a8 チェリー　　　　体力が５０回復する。
0x0102d7ce リンゴ　　　　　体力が完全回復する。
0x0102d806 エリクサー　　　復活剤。
0x0102ec0a プラズマブレードPウォータービームPロッククラッシュ@アイアンアーマー
0x0102ec4e プラズマアーマーPアクアローブ　　Pバトルアーマー　@アイアンシールド
0x010484c5 どれを買う？
0x010484e4 　ＹＥＳ
0x010484f6 あなたはそのアイテムをこれ以上持てないよ。
0x01048522 お金が足りないよ
0x01048536 ありがとう
0x0104855c になるよ　　　
0x0104856b 　ＹＥＳ
0x0104857d これ以上　売れるものがないよ
0x010485cc 　ＹＥＳ
0x010485de どこにも異常は　ないよ。
0x010485f8 お大事に‥‥。
0x0105f629 ペンギン
0x0105f643 あんた、
0x0105f64c モンスターとつるんでるって、
0x0105f685 モンスターとつるんでるという
0x0105f6a2 のは、本当ですか？
0x0105f6d6 オマエ、
0x0105f6df モンスターの仲間ガウか？
0x0105f700 ほう、知っておったか。
0x0105f717 そのとおりだ。
0x0105f728 そして、３個目のクリスタルは
0x0105f758 さぁ、おとなしくお前たちの
0x0105f79b さもなくば、命はないぞ！
0x0105f7ec それとあんた、ブラッキィ閉じ
0x0105f822 いうのよ！！
0x0105f87e ブラッキィさんを、
0x0105f891 どうするつもりです？
0x0105f8bf そんなことより、ブラッキィを
0x0105f8dc どうするつもりガウ。
0x0105f8f9 どうするつもり？
0x0105f90a どうするつもりもないわ。
0x0105f925 あんなやつの心配より、
0x0105f951 いくぞ！！
0x0105f967 これが、余の本当の姿じゃ。
0x0105f984 あの方に、いただいたこの体で
0x0105f9c2 ｢皇帝が、魔物たちを操っていた
0x0105f9e0 なんて…。
0x0105fa19 いなくなったし、この国もやっと平和になったよ。
0x0105fa4d ｢なんて、お礼をしてよいやら…。
0x0105fa86 お金よ。
0x0105faa4 いやぁ、その気持ちだけで
0x0105face よかったガウ。
0x0105fadd これからは、人間もほかの種族も仲良く暮らすガウ。
0x0105fb13 ｢何でもあなたがたは、
0x0105fb29 これからアルカザール城へ
0x0105fb86 どうしても行くのでしたら、寸
0x0105fd07 お使い下さい。
0x0105fd2f して…。
0x0105fd43 そう？　わるいわねぇ。
0x0105fd93 ブラッキィっていうエルフを
0x0105fddf あたしの知り合いなのよ。
0x0105fdfc ありがとうございます。
0x0105fe13 それと、お願いしたいことが
0x0105fe2e あるのですが、難破船の牢屋に、僕の知り合いが閉じ込められて
0x0105fe69 いるんです。
0x0105fe76 どうか助けてあげてください。
0x0105fe97 すまないガウ。
0x0105fea6 すまないついでに頼みたいことがあるガウ。
0x0105fee2 オレの知り合いがいるガウ。
0x0105fefd そいつを、出してやってほしい
0x0105ff1a ガウ。
0x0105ff26 ｢わかりました。
0x0105ff36 ご安心下さい。
0x0105ff45 では、これからも、お気をつけて旅を続けて下さい。
0x010a75ad メイル
0x010a75b9 タット
0x010a7df4 Ａ０１２３４５６７８９　迚	
0x010a8e32 ショートソード　軽量で扱いやすい剣。しかし、殺傷能力は低い。
0x010a8e70 ロングソード　　長さ１ｍほどの長剣。化物の多い洞窟内では必需品。
0x010a8eb2 ファルシオン　　鋼鉄でできた大きめの剣。攻撃力はなかなかのもの。
0x010a8ef4 フレイムソード　炎でつくられた剣その使いやすさと殺傷能力は保証付
0x010a8f36 ライトセイバー　現存する剣の中で最強を誇る剣。
0x010a8f66 ファイアの魔法　進行方向へ連射できる。どんな場所でも有効である。
0x010a8fda サンダーの魔法　雷の槍が敵を　　貫通
0x010a9000 ホーミング　　　最高６個の弾が敵を追う。ただし効かない敵もいる。
0x010a9042 フォース　　　　自らの魔力を弾にして敵に放つ。
0x010a9072 ファイアボール　体内にためた炎を吹き出す。
0x010a909e テイルアタック　強力な回転と尻尾で敵に大きなダメージをあたえる。
0x010a90e0 アックス　　　　敵を一刀両断に　切り裂く強力な　武器。
0x010a9140 ファイアブレス　体内にためた力を一気に放つ。　　威力絶大
0x010a917a レザーアーマー　馬の革を何枚も重ねてある。　　　防御能力は低い。
0x010a91bc チェーンメイル　鎖で編まれていて丈夫にできている役にたつだろう。
0x010a91fe プレートメイル　鋼鉄でできてるので重いが多少の攻撃なら充分戦える
0x010a9240 ミスリルアーマー数多くの敵と闘うにはこれくらいの鎧は必要である。
0x010a9282 ゴールドアーマー現代の技術では最高の強度を持つ鎧である。
0x010a92bc レッドローブ　　魔法使いのマント
0x010a9300 イエローローブ　魔法使いのマント
0x010a9322 シルバーローブ　魔法使いのマント
